total,success,failure,corruptRecords
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 18, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 18, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 18, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 18, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 18, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 19, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 19, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 19, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 19, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 19, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 19, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 20, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 20, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 20, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 20, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 20, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 20, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 21, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 21, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 21, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 21, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 21, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 21, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 22, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 22, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 22, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 22, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 22, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 22, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 23, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 23, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 23, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 23, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 23, 40), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 6, 23, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 0, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 0, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 0, 20), 'Temp_C': '14.44'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 0, 30), 'Temp_C': '14.44'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 0, 40), 'Temp_C': '14.44'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 0, 50), 'Temp_C': '14.16'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 1, 0), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 1, 10), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 1, 20), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 1, 30), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 1, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 1, 50), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 2, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 2, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 2, 20), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 2, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 2, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 2, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 3, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 3, 10), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 3, 20), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 3, 30), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 3, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 3, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 4, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 4, 10), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 4, 20), 'Temp_C': '14.16'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 4, 30), 'Temp_C': '14.44'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 4, 40), 'Temp_C': '14.44'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 4, 50), 'Temp_C': '14.44'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 5, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 5, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 5, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 5, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 5, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 5, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 6, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 6, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 6, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 6, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 6, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 6, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 7, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 7, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 7, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 7, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 7, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 7, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 8, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 8, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 8, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 8, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 8, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 8, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 9, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 9, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 9, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 9, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 9, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 9, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 10, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 10, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 10, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 10, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 10, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 10, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 11, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 11, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 11, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 11, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 11, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 11, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 12, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 12, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 12, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 12, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 12, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 12, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 13, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 13, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 13, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 13, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 13, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 13, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 14, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 14, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 14, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 14, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 14, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 14, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 15, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 15, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 15, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 15, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 15, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 15, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 16, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 16, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 16, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 16, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 16, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 16, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 17, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 17, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 17, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 17, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 17, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 17, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 18, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 18, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 18, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 18, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 18, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 18, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 19, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 19, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 19, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 19, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 19, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 19, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 20, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 20, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 20, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 20, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 20, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 20, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 21, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 21, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 21, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 21, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 21, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 21, 50), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 22, 0), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 22, 10), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 22, 20), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 22, 30), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 22, 40), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 22, 50), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 23, 0), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 23, 10), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 23, 20), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 23, 30), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 23, 40), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 7, 23, 50), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 0, 0), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 0, 10), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 0, 20), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 0, 30), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 0, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 0, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 1, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 1, 10), 'Temp_C': '14.44'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 1, 20), 'Temp_C': '14.44'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 1, 30), 'Temp_C': '14.16'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 1, 40), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 1, 50), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 2, 0), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 2, 10), 'Temp_C': '12.99'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 2, 20), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 2, 30), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 2, 40), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 2, 50), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 3, 0), 'Temp_C': '12.42'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 3, 10), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 3, 20), 'Temp_C': '12.71'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 3, 30), 'Temp_C': '13.28'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 3, 40), 'Temp_C': '13.57'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 3, 50), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 4, 0), 'Temp_C': '13.86'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 4, 10), 'Temp_C': '14.16'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 4, 20), 'Temp_C': '14.44'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 4, 30), 'Temp_C': '14.44'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 4, 40), 'Temp_C': '14.44'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 4, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 5, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 5, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 5, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 5, 30), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 5, 40), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 5, 50), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 6, 0), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 6, 10), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 6, 20), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 6, 30), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 6, 40), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 6, 50), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 7, 0), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 7, 10), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 7, 20), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 7, 30), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 7, 40), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 7, 50), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 8, 0), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 8, 10), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 8, 20), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 8, 30), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 8, 40), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 8, 50), 'Temp_C': '15.03'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 9, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 9, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 9, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 9, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 9, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 9, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 10, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 10, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 10, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 10, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 10, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 10, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 11, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 11, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 11, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 11, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 11, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 11, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 12, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 12, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 12, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 12, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 12, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 12, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 13, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 13, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 13, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 13, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 13, 40), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 13, 50), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 14, 0), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 14, 10), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 14, 20), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 14, 30), 'Temp_C': '14.74'}"
,,,"{'Time_GMT': datetime.datetime(2002, 12, 8, 14, 40), 'Temp_C': '14.74'}"
